"District","Turnout","Outcome","FPTP.Winner","FPTP.Winner.Votes","AV.Winner","AV.Winner.Votes","Rounds"
"Motherwell & Wishaw","39123","Unaltered","Lab","23910","Lab","23910","1"
"Na h-Eileanan an Iar (Western Isles)","14717","Unaltered","SNP","6723","SNP","6723","4"
"Neath","37122","Unaltered","Lab","17172","Lab","17172","5"
"New Forest East","50036","Unaltered","Con","26443","Con","26443","1"
"New Forest West","47572","Unaltered","Con","27980","Con","27980","1"
"Newark","51228","Unaltered","Con","27590","Con","27590","1"
"Newbury","58589","Unaltered","Con","33057","Con","33057","1"
"Newcastle-under-Lyme","43191","Unaltered","Lab","16393","Lab","16393","3"
"Newcastle upon Tyne Central","34157","Unaltered","Lab","15694","Lab","15694","5"
"Newcastle upon Tyne East","37840","Unaltered","Lab","17043","Lab","17043","5"
"Newcastle upon Tyne North","43946","Unaltered","Lab","17950","Lab","17950","5"
"Newport East","34448","Unaltered","Lab","12744","Lab","12744","6"
"Newport West","39720","Unaltered","Lab","16389","Lab","16389","6"
"Newry & Armagh","44906","Unaltered","SF","18857","SF","18857","5"
"Newton Abbot","48283","Unaltered","Con","20774","Con","20774","5"
"Norfolk Mid","50765","Unaltered","Con","25123","Con","25123","5"
"Norfolk North","49661","Unaltered","LD","27554","LD","27554","1"
"Norfolk North West","47800","Unaltered","Con","25916","Con","25916","1"
"Norfolk South","54993","Unaltered","Con","27133","Con","27133","5"
"Norfolk South West","49150","Unaltered","Con","23753","Con","23753","5"
"Normanton, Pontefract & Castleford","46239","Unaltered","Lab","22293","Lab","22293","4"
"Northampton North","40271","Unaltered","Con","13735","Con","13735","8"
"Northampton South","38978","Unaltered","Con","15917","Con","15917","9"
"Northamptonshire South ","59890","Unaltered","Con","33081","Con","33081","1"
"Norwich North","42573","Unaltered","Con","17280","Con","17280","7"
"Norwich South","47551","Unaltered","LD","13960","LD","13960","6"
"Nottingham East","33112","Unaltered","Lab","15022","Lab","15022","5"
"Nottingham North","34285","Unaltered","Lab","16646","Lab","16646","4"
"Nottingham South","40789","Unaltered","Lab","15209","Lab","15209","5"
"Nuneaton","44646","Unaltered","Con","18536","Con","18536","3"
"Ochil & South Perthshire","50469","Unaltered","Lab","19131","Lab","19131","5"
"Ogmore","34650","Unaltered","Lab","18644","Lab","18644","1"
"Old Bexley & Sidcup","45492","Unaltered","Con","24625","Con","24625","1"
"Oldham East & Saddleworth","44520","Unaltered","Lab","14186","Lab","14186","5"
"Oldham West & Royton","42910","Unaltered","Lab","19503","Lab","19503","5"
"Orkney & Shetland","19346","Unaltered","LD","11989","LD","11989","1"
"Orpington","48911","Unaltered","Con","29200","Con","29200","1"
"Oxford East","51651","Unaltered","Lab","21938","Lab","21938","6"
"Oxford West & Abingdon","56480","Unaltered","Con","23906","Con","23906","5"
"Paisley & Renfrewshire North","43707","Unaltered","Lab","23613","Lab","23613","1"
"Paisley & Renfrewshire South","39998","Unaltered","Lab","23842","Lab","23842","1"
"Pendle","45045","Unaltered","Con","17512","Con","17512","5"
"Penistone & Stocksbridge","46516","Unaltered","Lab","17565","Lab","17565","5"
"Penrith & The Border","45087","Unaltered","Con","24071","Con","24071","1"
"Perth & North Perthshire","48268","Unaltered","SNP","19118","SNP","19118","4"
"Peterborough","44927","Unaltered","Con","18133","Con","18133","6"
"Plymouth Moor View","41526","Unaltered","Lab","15433","Lab","15433","6"
"Plymouth Sutton & Devonport","43894","Unaltered","Con","15050","Con","15050","6"
"Pontypridd","36671","Unaltered","Lab","14220","Lab","14220","7"
"Poole","47436","Unaltered","Con","22532","Con","22532","5"
"Poplar & Limehouse","46700","Unaltered","Lab","18679","Lab","18679","9"
"Portsmouth North","44118","Unaltered","Con","19533","Con","19533","6"
"Portsmouth South","41264","Unaltered","LD","18921","LD","18921","7"
"Preseli Pembrokeshire","39602","Unaltered","Con","16944","Con","16944","4"
"Preston","32505","Unaltered","Lab","15668","Lab","15668","5"
"Pudsey","49083","Unaltered","Con","18874","Con","18874","4"
"Putney","40785","Unaltered","Con","21223","Con","21223","1"
"Rayleigh & Wickford","52343","Unaltered","Con","30257","Con","30257","1"
"Reading East","49985","Unaltered","Con","21269","Con","21269","6"
"Reading West","47530","Unaltered","Con","20523","Con","20523","5"
"Redcar","41963","Unaltered","LD","18955","LD","18955","5"
"Redditch","44018","Unaltered","Con","19138","Con","19138","9"
"Reigate","49978","Unaltered","Con","26688","Con","26688","1"
"Renfrewshire East","51181","Unaltered","Lab","25987","Lab","25987","1"
"Rhondda","31072","Unaltered","Lab","17183","Lab","17183","1"
"Ribble Valley","52287","Unaltered","Con","26298","Con","26298","1"
"Richmond (Yorks)","53412","Unaltered","Con","33541","Con","33541","1"
"Richmond Park","59268","Unaltered","Con","29461","Con","29461","6"
"Rochdale","45907","Unaltered","Lab","16699","Lab","16699","6"
"Rochester & Strood","47971","Unaltered","Con","23604","Con","23604","4"
"Rochford & Southend East","41631","Unaltered","Con","19509","Con","19509","6"
"Romford","46481","Unaltered","Con","26031","Con","26031","1"
"Romsey & Southampton North","48939","Unaltered","Con","24345","Con","24345","3"
"Ross, Skye & Lochaber","34838","Unaltered","LD","18335","LD","18335","1"
"Rossendale & Darwen","47128","Unaltered","Con","19691","Con","19691","7"
"Rother Valley","46758","Unaltered","Lab","19147","Lab","19147","4"
"Rotherham","37506","Unaltered","Lab","16741","Lab","16741","5"
"Rugby","47468","Unaltered","Con","20901","Con","20901","5"
"Ruislip, Northwood & Pinner","50205","Unaltered","Con","28866","Con","28866","1"
"Runnymede & Weybridge","48150","Unaltered","Con","26915","Con","26915","1"
"Rushcliffe","53687","Unaltered","Con","27470","Con","27470","1"
"Rutherglen & Hamilton West","46981","Unaltered","Lab","28566","Lab","28566","1"
"Rutland & Melton","55220","Unaltered","Con","28228","Con","28228","1"
"Saffron Walden","54369","Unaltered","Con","30155","Con","30155","1"
"St Albans","52835","Unaltered","Con","21533","Con","21533","4"
"St Austell & Newquay","47238","Unaltered","LD","20189","LD","20189","5"
"St Helens North","44556","Unaltered","Lab","23041","Lab","23041","1"
"St Helens South & Whiston","46081","Unaltered","Lab","24364","Lab","24364","1"
"St Ives","45921","Unaltered","LD","19619","LD","19619","6"
"Salford & Eccles","41533","Unaltered","Lab","16655","Lab","16655","7"
"Salisbury","48481","Unaltered","Con","23859","Con","23859","7"
"Scarborough & Whitby","49282","Unaltered","Con","21108","Con","21108","7"
"Scunthorpe","37034","Unaltered","Lab","14640","Lab","14640","5"
"Sedgefield","40222","Unaltered","Lab","18141","Lab","18141","5"
"Sefton Central","48463","Unaltered","Lab","20307","Lab","20307","3"
"Selby & Ainsty","51728","Unaltered","Con","25562","Con","25562","5"
"Sevenoaks","49408","Unaltered","Con","28076","Con","28076","1"
"Sheffield Brightside & Hillsborough","38914","Unaltered","Lab","21400","Lab","21400","1"
"Sheffield Central","41468","Unaltered","Lab","17138","Lab","17138","6"
"Sheffield Hallam","51135","Unaltered","LD","27324","LD","27324","1"
"Sheffield Heeley","40871","Unaltered","Lab","17409","Lab","17409","5"
"Sheffield South East","41408","Unaltered","Lab","20169","Lab","20169","5"
"Sherwood","48954","Unaltered","Con","19211","Con","19211","5"
"Shipley","49427","Unaltered","Con","24002","Con","24002","3"
"Shrewsbury & Atcham","53045","Unaltered","Con","23313","Con","23313","6"
"Shropshire North","51869","Unaltered","Con","26692","Con","26692","1"
"Sittingbourne & Sheppey","48578","Unaltered","Con","24313","Con","24313","1"
"Skipton & Ripon","54724","Unaltered","Con","27685","Con","27685","1"
"Sleaford & North Hykeham","59530","Unaltered","Con","30719","Con","30719","1"
"Slough","47742","Unaltered","Lab","21884","Lab","21884","5"
"Solihull","55129","Unaltered","LD","23635","LD","23635","5"
"Somerset North","57941","Unaltered","Con","28549","Con","28549","3"
"Somerset North East","51203","Unaltered","Con","21130","Con","21130","4"
"Somerton & Frome","60612","Unaltered","LD","28793","LD","28793","4"
"South Holland & The Deepings","50188","Unaltered","Con","29639","Con","29639","1"
"South Ribble","51458","Unaltered","Con","23396","Con","23396","4"
"South Shields","36518","Unaltered","Lab","18995","Lab","18995","1"
"Southampton Itchen","44412","Unaltered","Lab","16326","Lab","16326","5"
"Southampton Test","44187","Unaltered","Lab","17001","Lab","17001","5"
"Southend West","43606","Unaltered","Con","20086","Con","20086","7"
"Southport","43757","Unaltered","LD","21707","LD","21707","3"
"Spelthorne","47304","Unaltered","Con","22261","Con","22261","8"
"Stafford","50239","Unaltered","Con","22047","Con","22047","5"
"Staffordshire Moorlands","43815","Unaltered","Con","19793","Con","19793","3"
"Staffordshire South","50440","Unaltered","Con","26834","Con","26834","1"
"Stalybridge & Hyde","40879","Unaltered","Lab","16189","Lab","16189","5"
"Stevenage","44651","Unaltered","Con","18491","Con","18491","8"
"Stirling","46841","Unaltered","Lab","19558","Lab","19558","5"
"Stockport","39128","Unaltered","Lab","16697","Lab","16697","5"
"Stockton North","39498","Unaltered","Lab","16923","Lab","16923","6"
"Stockton South","50284","Unaltered","Con","19577","Con","19577","6"
"Stoke-on-Trent Central","32470","Unaltered","Lab","12605","Lab","12605","9"
"Stoke-on-Trent North","40196","Unaltered","Lab","17815","Lab","17815","4"
"Stoke-on-Trent South","39852","Unaltered","Lab","15446","Lab","15446","6"
"Stone","47229","Unaltered","Con","23890","Con","23890","1"
"Stourbridge","47234","Unaltered","Con","20153","Con","20153","6"
"Strangford","32505","Unaltered","DUP","14926","DUP","14926","6"
"Stratford-on-Avon","50542","Unaltered","Con","26052","Con","26052","1"
"Streatham","46837","Unaltered","Lab","20037","Lab","20037","6"
"Stretford & Urmston","44910","Unaltered","Lab","21821","Lab","21821","5"
"Stroud","57973","Unaltered","Con","23679","Con","23679","5"
"Suffolk Central & Ipswich North","53420","Unaltered","Con","27125","Con","27125","1"
"Suffolk Coastal","54893","Unaltered","Con","25475","Con","25475","4"
"Suffolk South","51416","Unaltered","Con","24550","Con","24550","3"
"Suffolk West","48089","Unaltered","Con","24312","Con","24312","1"
"Sunderland Central","42463","Unaltered","Lab","19495","Lab","19495","4"
"Surrey East","54640","Unaltered","Con","31007","Con","31007","1"
"Surrey Heath","54347","Unaltered","Con","31326","Con","31326","1"
"Surrey South West","57259","Unaltered","Con","33605","Con","33605","1"
"Sussex Mid","55855","Unaltered","Con","28329","Con","28329","1"
"Sutton & Cheam","48508","Unaltered","LD","22156","LD","22156","9"
"Sutton Coldfield","50589","Unaltered","Con","27303","Con","27303","1"
"Swansea East","32676","Unaltered","Lab","16819","Lab","16819","1"
"Swansea West","35593","Unaltered","Lab","12335","Lab","12335","8"
"Swindon North","50295","Unaltered","Con","22408","Con","22408","5"
"Swindon South","47119","Unaltered","Con","19687","Con","19687","6"
"Tamworth","46390","Unaltered","Con","21238","Con","21238","4"
"Tatton","45231","Unaltered","Con","24687","Con","24687","1"
"Taunton Deane","58150","Unaltered","LD","28531","LD","28531","3"
"Telford","41310","Unaltered","Lab","15974","Lab","15974","4"
"Tewkesbury","53961","Unaltered","Con","25472","Con","25472","5"
"Thanet North","43343","Unaltered","Con","22826","Con","22826","1"
"Thanet South","45933","Unaltered","Con","22043","Con","22043","3"
"Thirsk & Malton","38142","Unaltered","Con","20167","Con","20167","1"
"Thornbury & Yate","48226","Unaltered","LD","25032","LD","25032","1"
"Thurrock","45821","Unaltered","Con","16869","Con","16869","5"
"Tiverton & Honiton","54894","Unaltered","Con","27614","Con","27614","1"
"Tonbridge & Malling","51314","Unaltered","Con","29723","Con","29723","1"
"Tooting","50655","Unaltered","Lab","22038","Lab","22038","6"
"Torbay","49210","Unaltered","LD","23126","LD","23126","5"
"Torfaen","37640","Unaltered","Lab","16847","Lab","16847","8"
"Totnes","47843","Unaltered","Con","21940","Con","21940","7"
"Tottenham","40687","Unaltered","Lab","24128","Lab","24128","1"
"Truro & Falmouth","48768","Unaltered","Con","20349","Con","20349","5"
"Tunbridge Wells","50320","Unaltered","Con","28302","Con","28302","1"
"Twickenham","59721","Unaltered","LD","32483","LD","32483","1"
"Tynemouth","52668","Unaltered","Lab","23860","Lab","23860","5"
"Tyneside North","46405","Unaltered","Lab","23505","Lab","23505","1"
"Tyrone West","37275","Unaltered","SF","18050","SF","18050","5"
"Ulster Mid","40842","Unaltered","SF","21239","SF","21239","1"
"Upper Bann","41383","Unaltered","DUP","14000","DUP","14000","4"
"Uxbridge & Ruislip South","45076","Unaltered","Con","21758","Con","21758","7"
"Vale of Clwyd","35534","Unaltered","Lab","15017","Lab","15017","6"
"Vale of Glamorgan","48667","Unaltered","Con","20341","Con","20341","6"
"Vauxhall","43191","Unaltered","Lab","21498","Lab","21498","8"
"Wakefield","44444","Unaltered","Lab","17454","Lab","17454","5"
"Wallasey","41654","Unaltered","Lab","21578","Lab","21578","1"
"Walsall North","36187","Unaltered","Lab","13385","Lab","13385","6"
"Walsall South","40882","Unaltered","Lab","16211","Lab","16211","5"
"Walthamstow","40994","Unaltered","Lab","21252","Lab","21252","1"
"Wansbeck","38273","Unaltered","Lab","17548","Lab","17548","7"
"Wantage","56341","Unaltered","Con","29284","Con","29284","1"
"Warley","38270","Unaltered","Lab","20240","Lab","20240","1"
"Warrington North","44211","Unaltered","Lab","20135","Lab","20135","3"
"Warrington South","54874","Unaltered","Con","19641","Con","19641","4"
"Warwick & Leamington","49032","Unaltered","Con","20876","Con","20876","5"
"Warwickshire North","47265","Unaltered","Con","18993","Con","18993","5"
"Washington & Sunderland West","37334","Unaltered","Lab","19615","Lab","19615","1"
"Watford","55208","Unaltered","Con","19291","Con","19291","5"
"Waveney","51141","Unaltered","Con","20571","Con","20571","5"
"Wealden","54969","Unaltered","Con","31090","Con","31090","1"
"Weaver Vale","43990","Unaltered","Con","16953","Con","16953","8"
"Wellingborough","51661","Unaltered","Con","24918","Con","24918","9"
"Wells","55864","Unaltered","LD","24560","LD","24560","5"
"Welwyn Hatfield","48972","Unaltered","Con","27894","Con","27894","1"
"Wentworth & Dearne","42106","Unaltered","Lab","21316","Lab","21316","1"
"West Bromwich East","37950","Unaltered","Lab","17657","Lab","17657","5"
"West Bromwich West","36171","Unaltered","Lab","16263","Lab","16263","4"
"West Ham","46951","Unaltered","Lab","29422","Lab","29422","1"
"Westminster North","39598","Unaltered","Lab","17377","Lab","17377","9"
"Westmorland & Lonsdale","51487","Unaltered","LD","30896","LD","30896","1"
"Weston-Super-Mare","52716","Unaltered","Con","23356","Con","23356","6"
"Wigan","44140","Unaltered","Lab","21404","Lab","21404","4"
"Wiltshire North","48699","Unaltered","Con","25114","Con","25114","1"
"Wiltshire South West","49018","Unaltered","Con","25321","Con","25321","1"
"Wimbledon","47395","Unaltered","Con","23257","Con","23257","5"
"Winchester","55955","Unaltered","Con","27155","Con","27155","4"
"Windsor","49588","Unaltered","Con","30172","Con","30172","1"
"Wirral South","39906","Unaltered","Lab","16276","Lab","16276","3"
"Wirral West","39372","Unaltered","Con","16726","Con","16726","5"
"Witham","46835","Unaltered","Con","24448","Con","24448","1"
"Witney","57769","Unaltered","Con","33973","Con","33973","1"
"Woking","52786","Unaltered","Con","26551","Con","26551","1"
"Wokingham","54528","Unaltered","Con","28754","Con","28754","1"
"Wolverhampton North East","34894","Unaltered","Lab","14448","Lab","14448","5"
"Wolverhampton South East","34707","Unaltered","Lab","16505","Lab","16505","4"
"Wolverhampton South West","40160","Unaltered","Con","16344","Con","16344","4"
"Worcester","48974","Unaltered","Con","19358","Con","19358","8"
"Worcestershire Mid","50931","Unaltered","Con","27770","Con","27770","1"
"Worcestershire West","54093","Unaltered","Con","27213","Con","27213","1"
"Workington","39259","Unaltered","Lab","17865","Lab","17865","5"
"Worsley & Eccles South","41701","Unaltered","Lab","17892","Lab","17892","4"
"Worthing East & Shoreham","48397","Unaltered","Con","23458","Con","23458","5"
"Worthing West","49123","Unaltered","Con","25416","Con","25416","1"
"Wrekin, The","45968","Unaltered","Con","21922","Con","21922","4"
"Wrexham","32976","Unaltered","Lab","12161","Lab","12161","5"
"Wycombe","48151","Unaltered","Con","23423","Con","23423","5"
"Wyre & Preston North","51308","Unaltered","Con","26877","Con","26877","1"
"Wyre Forest","50899","Unaltered","Con","18793","Con","18793","5"
"Wythenshawe & Sale East","40751","Unaltered","Lab","17987","Lab","17987","5"
"Yeovil","57160","Unaltered","LD","31843","LD","31843","1"
"Ynys Mon","34444","Unaltered","Lab","11490","Lab","11490","6"
"York Central","46483","Unaltered","Lab","18573","Lab","18573","6"
"York Outer","53300","Unaltered","Con","22912","Con","22912","4"
"Yorkshire East","51254","Unaltered","Con","24328","Con","24328","6"
