demmv	demwinnext2	votesh_so
-1.470387	0	50.581627
-6.1004934	0	51.895523
-6.0459256	0	51.425606
-7.1078005	0	53.002201
-5.6070032	0	52.391251
-2.4448128	0	50.48399
-20.073011	0	59.277302
-13.566822	0	56.436039
-2.7727544	0	49.102951
-2.4822383	0	49.40258
-26.55423	0	61.341698
-6.9069891	1	52.416073
-1.6989291	0	38.457851
-28.168396	1	63.536926
33.290676	1	30.730309
6.2106519	1	46.021851
2.9951334	1	48.334686
-6.8234262	1	53.23798
5.5501847	0	47.057442
10.453799	1	44.612793
-8.125329	0	53.882427
7.1452856	1	46.427299
-8.3817902	0	54.101856
9.4348431	0	45.196163
-5.7477088	0	52.87376
-11.047146	0	54.946392
-24.868763	0	62.214447
24.929514	1	37.221554
-7.8663292	1	53.338676
13.515326	1	42.495277
1.8617034	1	48.211353
31.383471	1	33.742031
30.136803	1	34.931599
10.211357	0	43.057152
15.413943	1	40.671303
-2.9044957	1	50.371914
22.314199	1	38.020065
-1.6298056	1	47.768848
-13.417691	0	54.567223
-1.0800034	1	50.036228
-11.180962	1	55.297077
13.30372	1	42.264091
3.9805741	0	47.4771
-1.3218045	0	50.4515
-1.3154387	0	50.229897
-11.542013	0	54.905025
-6.4600286	0	52.811058
-5.6232986	1	52.443123
-10.818866	1	55.207218
14.03231	1	42.423512
.60798824	1	49.696007
9.0028582	1	45.331528
3.5012603	1	48.149742
.24647713	0	49.876762
4.2871027	0	46.44194
-18.299252	0	58.762001
-7.5715899	0	53.785793
-8.2486153	0	53.83305
-36.285709	0	68.142853
-16.632887	1	57.337299
-36.851372	0	67.352066
28.925287	1	34.793282
-34.713211	0	66.564323
24.423647	0	37.225132
-16.48488	1	56.336998
-49.650913	0	74.255615
-44.143589	0	71.790512
-4.2995424	0	51.324059
11.484509	0	41.800247
-5.6672277	0	52.646172
-2.3577957	0	49.552002
-2.1738589	1	50.684135
-1.5928358	1	50.630474
1.824379	1	48.927658
7.4836998	1	46.088341
29.037291	1	35.344608
-12.054205	0	55.896927
33.945404	1	32.88073
-5.9844284	1	52.277279
5.6133718	1	46.841721
4.2867513	1	47.851845
16.882053	1	40.853424
4.607728	1	47.158394
21.923824	0	38.454788
16.249132	1	41.230129
-9.1283207	1	51.875462
18.48819	1	39.869133
1.6138196	1	47.860935
22.723034	1	37.885468
3.1115651	0	46.150776
-18.346724	0	59.104435
-3.1784563	0	50.899773
-21.659872	1	60.734333
6.642765	0	45.824875
20.534061	0	39.414276
-7.2773218	0	53.63866
-.59452951	0	50.297268
-14.668065	0	57.02372
-9.1692123	1	54.584606
5.7773113	1	47.111343
4.921937	1	47.539032
23.121761	0	38.439121
.43930113	0	49.78035
-2.2346497	1	49.684097
33.891251	1	30.731396
2.9928744	1	46.51757
40.550488	1	28.24955
15.520033	1	41.136955
24.904451	1	37.546364
13.952109	0	43.022213
8.6800814	0	42.309551
-14.208889	0	53.436661
-12.925607	0	56.459717
-24.061453	1	59.915291
-27.706369	0	63.850456
-27.399286	0	59.276707
-32.052475	0	45.234951
-42.82304	1	55.019775
20.781401	0	36.19696
-28.687876	0	52.923878
-22.911285	0	47.655312
-32.214016	0	45.418064
-7.7499986	0	50.50351
-23.867359	0	61.276794
-7.1450262	0	53.33709
-17.370251	1	58.595013
14.400697	1	42.722641
5.356112	1	47.203705
6.6853018	1	46.608147
23.386923	1	38.305935
42.357128	1	28.476954
25.958672	0	35.792313
45.21888	1	26.969128
-1.8520981	0	50.190998
29.512077	1	34.13343
-3.4797013	1	50.875557
4.52843	1	47.525356
6.5602779	1	46.009857
17.607822	1	40.685848
2.145967	1	48.401554
24.506838	1	37.035954
11.238742	0	44.11174
-9.033206	0	48.192703
-13.202	1	56.521652
-13.252542	1	56.286388
3.3609123	0	47.123436
.33720434	0	49.406555
-16.266956	1	57.972275
-2.9102535	0	51.2836
16.238108	0	41.560677
-10.115862	0	54.816586
-4.6848149	0	52.210587
-7.8346105	0	53.917305
-3.8255215	0	51.912762
-6.7777634	1	53.388882
-23.116722	1	60.914452
.56070685	1	49.687611
10.978839	0	44.087959
4.7665091	0	47.275677
-3.2173486	1	51.124226
-7.9456806	0	53.484406
11.797172	1	43.659084
-32.460903	0	66.035553
9.0561066	1	45.416607
-42.414124	0	69.614326
5.0944624	1	46.714199
-37.918381	0	68.411774
10.398647	1	43.778999
-42.306526	0	70.183571
-.76518655	0	35.532547
-29.962679	0	63.691055
-30.655489	0	64.014656
-44.873138	0	70.09668
-22.186193	0	61.093098
3.6344707	0	42.033047
-2.5858939	0	50.999428
-12.4273	0	56.20702
-16.81321	0	57.113476
-12.204364	0	54.919575
-10.420701	0	54.252594
-14.491886	0	56.328236
-17.434448	0	57.89817
-26.49655	0	62.43652
-6.9791226	0	52.145618
-21.417627	0	60.080853
-50.654366	0	72.674675
-1.7033488	0	50.851673
-11.451324	0	53.863911
-27.521494	0	63.760746
-54.752899	0	75.988762
-40.098549	0	70.049278
-47.209755	0	73.604874
-27.586906	0	62.023853
-33.678333	0	65.266151
-41.675537	0	69.162781
-17.741686	0	48.582222
-29.203754	0	47.098778
-40.708351	0	47.128548
-21.780025	0	50.979584
-32.439758	0	52.996819
-36.566319	1	46.976864
-19.147495	0	58.923038
20.266417	1	39.663258
-14.100862	1	56.626659
14.273998	1	42.110554
6.2750072	1	46.62759
21.082533	1	39.254532
8.7281494	1	45.214428
16.135475	1	41.616997
-19.221159	0	59.61058
-6.8640084	0	53.432007
-16.800495	1	58.082394
-18.158257	0	59.079128
.8823365	1	49.558834
-4.9518614	1	49.051769
5.541554	1	43.292637
-2.1933019	1	49.528862
3.1214089	1	47.44273
3.5589159	0	47.802128
-4.0329695	1	51.914238
27.324898	1	35.855549
19.832119	1	39.712803
21.541695	0	39.148922
-.11554658	1	50.008507
-5.6167989	1	52.709846
7.2359114	1	46.352348
8.0484419	1	45.938095
32.901108	1	33.549446
9.1305523	1	45.434723
33.105705	1	33.447147
2.0394921	1	48.980255
2.9229403	0	48.126583
20.790035	1	39.279491
-14.442503	0	56.938614
4.3279858	0	47.673763
-1.7004609	0	50.849712
-5.2789927	0	52.636414
-35.950809	0	67.700974
-6.9613514	0	51.887245
-24.023893	1	59.722797
-8.9048653	0	52.675987
-13.295439	0	56.092518
4.0947256	0	45.882397
-9.0290279	0	54.514515
-18.593418	0	56.836502
-24.833525	0	62.416763
-17.093723	0	56.835258
12.425452	0	42.867912
-25.460264	0	43.820198
-15.51221	0	57.003708
-26.946964	0	48.980061
-41.638138	0	70.819069
-22.141945	0	61.070972
-11.278716	0	55.639359
-17.860624	0	58.930313
-22.748808	0	61.372276
-22.345301	0	61.172653
-5.0576744	1	52.48624
-6.3173146	1	53.086811
5.8183761	1	47.072186
35.291527	1	32.32531
3.9192171	1	48.016628
15.043124	1	41.662922
17.979277	0	40.92313
9.7770214	1	45.004444
-14.484426	0	56.137585
2.1853299	1	48.814896
-68.125031	0	82.762161
-21.866909	0	55.814911
-15.606395	0	53.850746
-4.5660973	0	52.283051
-64.071671	0	72.787643
-60.28788	0	79.634338
-44.87849	0	72.325607
-17.999512	0	58.243805
-42.81192	1	50.124638
-11.662206	0	38.109283
-30.137497	0	53.33712
-35.188198	0	67.594101
-43.093346	0	66.348877
-27.599005	0	63.60762
-21.307608	0	60.653805
15.286255	1	42.356873
-30.925951	0	64.630325
23.46648	1	37.801056
-.078928471	0	48.424221
25.544226	1	36.552418
-41.32996	1	70.286224
28.79203	1	34.025108
20.12949	1	38.87458
15.965962	1	42.017017
27.997074	1	35.158279
22.745089	1	38.627453
36.559853	0	31.720076
3.4552364	0	44.647614
-16.121677	0	55.07056
-30.097897	0	50.096378
-12.971705	1	44.127728
-26.242533	0	59.520149
3.2644987	1	48.367752
2.0870566	0	46.745186
-4.9125166	0	52.456261
-27.720304	0	63.860153
-18.669209	0	59.334606
-27.839529	0	63.919765
-14.590764	0	57.295383
-4.8847227	0	52.44236
.23474693	1	49.882626
-32.567379	1	66.283691
13.57927	1	43.210365
14.086807	0	42.956596
6.0864	0	46.956799
-33.671883	0	66.835938
-18.803097	1	58.20055
-48.980881	0	74.49044
3.2058954	1	48.397053
-7.3192091	1	52.391727
32.395702	1	32.506615
2.6438684	1	48.678066
25.734514	0	36.408623
.1552552	1	49.467571
-1.1523843	0	50.576191
99.831833	1	.084082842
45.385773	1	26.495926
48.94418	1	24.17791
53.326584	1	23.336708
55.042488	1	20.925045
87.017097	1	4.6773825
86.646973	1	6.6765146
34.391041	1	30.455778
34.752739	1	30.842571
46.70295	1	26.648523
59.762489	1	20.118755
38.633423	1	30.683287
25.095963	0	33.477043
-22.349936	0	53.51548
-5.3266258	0	51.446926
-23.46594	0	61.732971
-.38625002	0	50.172138
-2.3828416	1	51.183933
-40.102478	0	70.047478
42.555721	1	28.694128
2.7297199	0	42.878681
-5.0860524	0	52.479561
-4.5751719	1	52.255432
62.943562	1	15.184943
36.828224	1	31.152668
50.359558	1	24.820221
61.745251	1	19.127375
19.427956	1	40.286022
74.789085	1	12.238112
72.756622	1	13.62169
64.832153	1	16.945778
67.999092	1	16.000452
53.079975	1	23.460012
64.949005	1	17.525339
100	1	0
40.486496	1	29.755219
1.713264	1	49.142361
21.071306	1	39.000107
47.93985	1	22.047441
29.204481	1	33.06282
91.687599	0	4.1561985
87.989449	1	6.0052762
-3.0990362	1	50.152958
26.401546	1	36.354698
.56300163	1	49.718498
21.146959	0	39.420193
-6.9884958	0	52.450294
-26.550467	0	63.241833
-18.74935	0	58.577053
-35.1908	0	67.545158
100	1	0
31.87989	1	34.060055
47.070538	1	26.464731
100	1	0
78.969971	1	10.515013
79.228508	1	10.385746
100	1	0
70.213226	1	14.893385
86.615326	1	6.6923361
100	1	0
100	1	0
65.966049	1	17.016973
99.762108	1	.11894512
37.347866	1	31.326067
100	1	0
18.290564	1	40.854721
69.792404	1	15.103797
60.354359	1	16.222839
18.215481	1	40.871796
14.69549	1	42.652256
24.559624	1	37.716446
99.666428	0	.16678667
20.354389	1	39.822807
-5.4008393	1	52.700417
12.846464	1	42.228294
7.793057	1	46.10347
11.828271	0	44.069508
99.038086	1	.48095822
70.409683	1	12.450864
53.318329	1	20.94702
75.965355	1	12.017323
65.082047	1	12.782153
37.06065	1	31.469231
64.890945	1	17.554527
42.558655	1	28.720675
52.556885	1	23.678177
99.632576	1	.18371058
100	1	0
42.458988	1	28.770506
40.060604	0	29.959421
27.902498	1	36.031448
-11.800692	1	55.900349
7.7368231	1	46.127918
2.4635406	0	40.914082
25.953564	1	37.020943
-3.3177466	1	51.65662
23.457886	0	38.271057
9.4800978	1	45.258827
-.84848404	0	50.417053
30.813595	1	34.590988
-41.019039	1	70.49688
24.938759	0	37.530621
4.8514962	1	46.192116
36.757706	1	31.621147
76.720551	1	11.639723
100	1	0
100	1	0
85.636673	1	7.1816645
100	1	0
90.213104	1	4.8934498
93.873253	1	3.0633724
99.99707	1	.0014634132
99.779305	1	.11034942
99.997696	1	.0011537075
99.988617	1	.0056908131
99.936081	1	.031959057
99.876846	1	.061576128
100	1	0
55.022991	1	22.488504
7.9469533	1	46.026524
43.508987	0	28.227612
66.267776	1	16.866112
-1.743415	1	50.871704
59.88866	1	20.05567
1.8340349	0	49.082981
100	1	0
-1.2948275	0	50.647415
1.3289481	0	47.536907
-6.8618984	0	52.766388
-17.898643	0	57.876839
100	1	0
100	1	0
99.952019	1	.023990393
99.997589	1	.0012068748
99.995232	1	.0023841858
99.6707	1	.16464806
100	1	0
99.994553	1	.0027234554
75.435791	1	12.282105
100	1	0
100	1	0
59.515499	1	20.24225
51.142441	1	24.42878
100	1	0
29.487955	1	25.723106
100	1	0
100	1	0
16.916027	1	40.725174
76.910614	1	8.8483524
5.6409359	1	47.179531
10.422579	1	43.505863
54.444946	1	18.626701
.34044981	1	49.829777
32.387264	0	31.637131
3.4009666	1	48.299519
-21.69112	0	51.027351
100	1	0
90.077164	1	4.9614172
88.286385	1	4.9244976
100	1	0
100	1	0
100	1	0
100	1	0
100	1	0
100	1	0
100	1	0
100	1	0
91.133942	1	4.4330282
100	1	0
83.612869	1	8.1935663
100	1	0
38.676842	1	26.778458
76.809837	1	11.59508
19.407478	0	38.680687
100	1	0
-13.29512	0	45.054424
28.397617	0	35.801193
-21.883976	0	60.941986
-7.8207998	0	53.910397
-37.590302	0	68.795151
-43.646706	0	71.034599
-34.285881	0	65.879898
16.39361	1	41.701458
20.9977	1	39.501152
15.034077	1	42.482964
23.101803	1	38.4491
21.218792	1	39.390602
36.512959	1	31.743521
41.537193	1	29.231401
27.657986	1	36.171005
40.504837	1	29.747581
33.115101	1	33.442451
22.885048	1	38.557476
20.892084	1	39.553959
11.190737	0	44.402634
21.113443	1	39.443279
-8.0103035	0	54.00515
25.104401	0	37.008057
-9.0233088	0	54.511654
-3.8534164	0	51.663315
3.5186915	0	48.240654
-5.1101089	0	52.538605
-4.0295362	1	50.34705
-6.7264199	0	52.644478
4.1395693	0	47.011719
-8.6085587	1	53.563583
-4.5771656	0	51.595844
99.521637	1	.23918152
100	1	0
99.996887	1	.0015571117
100	1	0
100	1	0
100	1	0
96.287392	1	1.8563051
99.982872	1	.0085628033
89.044197	1	3.8983209
99.852814	1	.073592424
64.455345	1	17.750183
-24.376276	0	62.188137
23.784763	1	38.106472
-26.596796	0	63.285309
40.882553	1	28.619413
-11.158061	0	55.579029
40.736126	1	29.631937
-35.003883	0	66.811203
27.441463	1	35.630611
-31.69241	0	64.209633
3.122148	1	46.94656
-9.3775272	0	53.37299
6.9881411	0	45.689545
-10.213625	0	54.40057
-9.5655527	0	53.666149
68.206436	1	13.08828
74.260818	1	12.406594
33.265438	1	33.367279
70.791664	1	14.604167
62.53875	1	18.67296
74.176025	1	12.732667
93.838921	1	2.8432882
88.571274	1	5.6951113
90.503464	1	4.3887281
77.075813	1	11.462094
33.270428	1	32.944904
69.945869	1	14.789429
50.957912	1	23.620808
12.658957	1	43.56374
-13.30356	0	56.423306
7.0695548	1	46.424713
-9.1066446	0	53.395687
14.545968	1	42.23418
-.52872598	0	49.788372
18.093767	1	40.500389
-17.101252	0	58.548058
-22.824045	0	60.23711
-22.537767	0	60.847069
-10.835102	0	54.775436
-32.689022	0	65.036125
-11.973497	0	55.299877
9.195158	0	42.606583
1.5386224	0	49.23069
-.55142939	1	50.275715
3.6737771	1	48.163113
4.2679667	1	47.866016
18.630373	1	40.515549
24.055233	1	37.972382
9.0552273	0	45.108109
-.69336891	0	50.346684
-18.357336	0	59.178669
-29.034626	1	64.517311
-3.7439079	1	51.360481
3.2964916	1	47.630367
9.4402905	1	44.099819
24.112432	0	36.86499
30.249798	1	34.875103
-.42167604	0	49.913059
48.790012	1	25.592072
-4.3730974	0	52.18655
27.071556	0	35.811787
-12.607208	0	55.452831
-.59070587	0	49.747692
-29.346207	0	64.665947
-1.3136476	0	50.656826
7.0974798	0	43.891491
-1.7018139	1	49.319622
-4.038486	1	47.288803
6.9842935	0	45.62738
16.343525	1	41.288666
-8.8124666	1	54.048058
35.011105	1	31.206497
14.144409	1	41.952442
38.986469	1	29.289347
31.819225	1	34.090385
23.46221	0	38.268898
.35245121	0	49.823776
-7.0029259	0	53.002529
-5.0751419	0	52.537571
-6.0471864	1	53.023594
-1.968661	1	50.984329
24.065853	0	37.967003
25.554436	0	37.222458
-8.6904526	0	47.797485
-2.5657415	1	50.708408
-14.657331	0	57.328667
17.700413	1	38.851746
-32.334648	1	66.167328
26.915287	1	36.542358
21.373909	1	39.313
23.600101	1	38.188755
42.021351	1	28.977461
18.202925	1	40.895947
41.007946	1	29.496029
26.443863	1	36.73423
31.062386	1	33.706127
18.53491	0	29.435129
14.703136	0	40.733101
-5.992794	1	50.580597
-26.160713	1	61.570728
10.102031	1	44.673016
4.7518759	1	47.539036
31.912968	1	33.695557
36.423012	0	31.546597
31.460985	1	33.90905
-10.073447	1	54.828728
11.621541	1	44.02401
24.894527	1	37.404064
9.6215487	1	45.189224
12.183228	1	43.660103
10.690108	1	44.654945
6.908855	0	46.330742
7.4477673	0	46.276115
-5.5506468	0	51.711601
-3.8523674	1	51.428646
-.48433244	0	49.380215
32.6273	1	32.860775
-9.9216614	0	53.469475
52.21418	1	23.426779
-10.429621	0	55.214809
66.350624	0	16.82469
-20.358572	0	58.549332
-16.603809	0	56.680046
-35.102879	0	66.380524
-20.992241	0	57.302166
-11.520439	0	52.765327
9.6730118	1	44.750164
24.348965	1	37.825516
36.064693	1	31.967655
18.646694	1	40.676651
27.582281	1	35.812622
41.616337	1	29.187759
47.364628	1	21.516783
40.426594	1	26.170273
31.877958	1	33.447063
53.311054	1	20.875277
39.91946	1	30.04027
59.988396	1	19.013561
7.2430134	0	46.378445
-11.444571	0	55.719112
-3.900218	1	51.287506
-23.702217	0	61.548027
5.4431915	1	47.011829
-15.246373	1	55.539436
23.850975	1	38.073322
26.91588	1	33.798203
30.566221	0	34.52269
-14.257177	0	56.351734
-24.547466	0	61.369316
-32.888504	0	65.095695
-9.9319849	0	54.274757
-1.9666016	1	50.135731
-8.1317158	0	53.534306
3.5512388	0	47.594868
-3.1945527	1	50.916843
-1.4936388	1	50.675667
24.049736	1	37.858265
10.735756	1	44.40102
12.65209	1	43.673954
-10.729721	1	55.364861
.65110922	1	49.674446
13.983727	1	43.008137
18.385777	1	40.807114
10.67498	1	44.662388
35.336697	1	32.331654
19.020962	1	40.489521
55.272507	1	22.363747
32.900452	1	33.549774
100	1	0
.95611513	1	49.521942
37.724167	1	30.763435
4.0920076	1	47.725601
29.535875	1	35.232063
36.646343	1	31.676828
38.023357	1	30.988319
53.295921	1	23.352039
57.59623	1	20.155699
26.22271	1	36.888641
25.419394	0	27.817097
15.97369	1	39.394108
-10.334757	1	55.167377
30.065489	1	34.967255
16.675388	1	41.662308
8.4948778	1	45.75256
34.606098	1	32.061764
46.393742	1	25.633518
53.043701	1	23.478149
43.630539	1	27.980473
38.735737	1	30.632132
39.051437	0	30.129301
25.608885	1	37.195557
-2.6126533	0	51.306324
22.77306	1	38.613472
-12.111792	0	56.055897
9.8809986	0	45.059498
-2.8541684	0	51.427086
-14.432693	0	57.216347
-11.959902	1	55.97995
-16.524796	0	58.262398
10.67147	1	43.339405
-1.0751069	0	49.456898
16.60775	1	40.303223
-20.961943	0	60.474831
15.657952	0	41.051437
-24.24469	0	55.815231
-14.162689	0	53.705696
-41.583073	0	68.744766
-56.118565	0	76.739037
1.306805	0	38.990097
-1.5522867	0	49.488468
-6.2979102	1	50.192822
13.197226	1	42.65173
6.4163446	1	45.496506
28.202707	1	35.247665
1.0477692	1	49.186413
-12.826768	0	56.413383
34.43301	0	32.358791
-6.5067887	1	53.253395
-2.6469083	0	51.323456
.43486655	0	49.782566
-7.5002103	0	53.51984
-7.9989343	0	53.575386
-16.084286	1	58.015995
-17.105261	1	58.552628
1.0353178	0	48.370628
17.737082	1	39.495441
-18.354269	0	58.670086
1.6371399	1	48.697857
-29.626392	0	64.24836
1.5515447	1	48.364311
-14.020911	0	55.676628
-4.9485893	0	51.056026
-27.471849	1	62.488556
-4.438868	1	50.208111
-34.4263	0	67.21315
-8.1652403	0	54.082619
-59.432793	0	79.49585
-44.832954	0	72.416481
13.399371	1	42.273273
9.7828417	1	44.877182
2.2547483	0	48.872627
-23.362974	1	61.681484
-25.674889	0	62.837444
17.45812	1	38.742592
9.4781036	1	45.260948
-10.767022	0	55.383511
20.525503	1	39.737247
-6.7476959	0	52.261936
13.934099	0	42.137634
-36.775909	0	68.387955
-.96941292	0	49.744682
-46.188274	0	72.18515
-3.1128912	0	51.556442
-22.582424	0	61.291214
-13.047329	0	56.523663
-17.116722	0	57.021957
-41.1427	0	69.535713
-32.613377	0	65.161888
7.654953	1	43.400944
5.2765965	1	35.790287
11.770946	1	43.62933
10.405848	1	42.389294
6.4001203	1	46.799938
41.401394	1	28.738474
27.87431	1	27.109842
46.869469	0	26.565266
.71079135	1	48.360252
-8.0943079	1	53.472813
13.907051	1	42.740597
2.1917911	1	48.555645
.75971186	1	49.620144
52.438309	1	23.780846
1.4641434	1	49.267925
29.026106	1	35.486946
6.3375711	1	46.831215
21.08009	1	39.459953
28.315577	1	35.842213
11.378681	1	44.310661
12.792548	0	41.670769
16.192854	1	40.697865
-3.7332921	0	51.866646
38.745083	1	29.384726
-24.741659	0	62.367691
4.8649044	1	44.690914
-3.3168049	1	50.554298
31.004757	1	31.730246
6.5278201	1	32.283367
-4.1856556	0	42.111786
25.649786	1	37.175106
-13.304102	1	55.783142
18.527742	1	40.73613
4.1163893	1	47.941807
17.915844	1	41.04208
16.750299	1	41.624851
-10.422209	0	55.211102
-3.3567667	1	51.678383
5.1510005	1	47.4245
15.352932	1	42.323532
30.551899	1	34.724049
.035655499	1	49.982174
16.477859	1	41.171295
-.36819875	0	46.972084
31.599171	0	31.424397
-21.320387	1	58.619122
-2.3532181	1	50.074875
5.4781408	1	44.517658
4.0646496	1	46.142273
10.836542	1	40.213394
9.9293079	0	41.00071
.098213553	1	47.780354
-15.398088	0	55.091549
25.94412	1	35.137791
5.2697001	1	45.843376
2.4313064	1	47.424831
-15.388984	0	57.692795
23.449186	1	38.252983
11.893129	1	44.053436
18.314098	1	40.842953
3.0146599	1	48.492668
14.821884	1	42.402748
2.2422819	1	48.878857
14.545679	1	42.727161
26.869652	1	36.565174
9.4075289	1	45.296238
6.2809587	0	46.85952
4.5192361	0	47.740383
