4191 4 5 5 4 4 5 5 4
4195 5 5 5 5 3 4 5 4
4196 4 4 4 3 2 5 4 4
4199 3 3 3 2 4 5 3 3
4200 4 4 4 3 2 5 5 4
4206 4 5 4 5 4 3 5 3
4208 3 3 3 3 2 2 3 2
4210 5 5 5 5 4 2 5 4
4211 5 5 5 5 5 5 5 5
4213 4 5 5 5 5 5 4 5
4229 2 3 2 1 3 3 3 1
4230 3 3 2 1 1 3 3 2
4231 5 4 5 5 5 5 5 5
4232 5 5 5 5 4 4 5 5
4233 5 5 5 4 3 4 5 2
4246 3 4 5 3 4 4 4 5
4250 4 4 5 5 3 5 4 4
4252 4 4 5 5 5 5 4 4
4254 5 5 5 4 5 4 1 5
4257 2 5 5 4 4 5 4 4
4264 4 5 4 2 2 3 5 2
4267 4 3 2 2 1 2 4 3
4269 4 4 5 4 4 5 5 5
4277 5 5 5 4 3 5 1 4
4279 5 5 5 5 5 1 1 5
4280 4 4 4 3 3 3 4 4
4288 1 1 3 1 1 1 1 2
4294 5 5 5 5 2 3 5 3
4295 5 4 5 5 4 4 5 5
4298 4 4 3 4 2 4 2 4
4299 5 5 5 5 3 5 5 5
4300 5 5 5 5 4 3 5 3
4301 5 5 5 5 5 3 5 5
4302 5 5 5 4 5 4 5 5
4305 3 3 5 4 3 4 3 3
4314 2 1 4 5 3 2 1 4
4315 2 2 4 1 2 1 4 3
4318 2 1 5 1 1 3 3 3
4319 5 5 4 5 4 5 5 5
4323 5 5 5 5 5 5 5 5
4326 5 5 5 5 5 5 5 4
4328 3 2 3 1 3 1 2 3
4329 3 2 4 3 3 1 2 2
4335 2 3 3 2 1 2 4 2
4341 5 5 5 5 5 5 5 5
4342 4 4 4 4 4 2 4 4
4350 5 5 5 5 5 5 5 4
4351 5 5 5 5 4 5 5 5
4353 3 5 5 1 1 3 4 1
4354 5 5 5 3 5 5 5 5
4355 2 1 2 1 2 1 2 1
4360 4 5 5 5 4 4 5 3
4361 3 3 2 2 2 3 2 2
4362 4 4 4 3 4 5 4 4
4364 4 4 4 4 4 4 4 4
4366 5 5 5 4 4 4 4 5
4367 2 2 2 2 1 3 2 4
4370 1 1 1 1 1 2 1 3
4371 3 4 5 3 1 1 3 4
4375 2 1 4 3 4 2 2 5
4376 5 5 5 4 3 3 4 5
4377 3 3 3 2 2 3 3 3
4380 4 4 5 4 4 5 4 5
4381 5 5 5 5 5 5 5 5
4386 5 5 5 5 5 5 5 5
4389 4 4 4 3 3 3 4 4
4391 2 3 2 2 2 3 3 2
4394 3 3 2 2 3 4 3 3
4395 1 2 3 1 1 3 3 1
4397 2 2 2 3 3 3 3 2
4399 5 5 5 5 5 5 5 5
4402 5 5 5 5 4 3 5 4
4405 2 3 4 2 1 2 4 2
4407 4 5 4 5 4 5 5 5
4408 5 4 4 5 5 5 5 4
4410 5 5 5 5 4 2 5 5
4413 4 4 5 3 2 3 3 3
4414 5 5 5 5 5 5 5 4
4416 1 1 1 1 1 1 2 1
4417 4 5 3 4 3 4 2 3
4418 2 2 2 1 3 1 2 1
4420 5 5 5 5 5 5 5 3
4424 4 2 1 2 3 3 5 2
4425 3 4 4 2 2 4 4 3
4429 5 5 5 5 5 5 5 5
4434 5 5 4 5 4 4 4 5
4435 5 5 5 5 3 4 5 3
4436 3 2 2 4 1 1 4 2
4438 5 5 4 5 5 5 5 5
4441 5 5 5 5 4 5 5 5
4444 4 5 5 4 4 4 5 5
4445 4 4 4 4 5 3 4 5
4446 5 4 3 4 5 5 5 4
4449 4 5 5 4 4 5 5 4
4450 2 3 3 3 3 3 3 3
4452 3 2 3 2 2 3 4 2
4455 5 4 5 4 3 5 4 4
4459 5 5 4 4 5 2 5 4
4460 5 5 5 5 5 5 5 5
4464 5 5 5 5 5 4 4 5
4466 1 5 5 4 3 5 5 5
4469 5 4 5 5 5 5 5 5
4470 4 2 3 3 4 5 3 2
4472 5 5 5 4 5 5 4 5
4473 5 5 5 5 2 2 5 3
